team_id,team_name,country_id,country_name
393,Augsburg,7,germany
394,Hoffenheim,7,germany
395,Wehen,7,germany
397,Frankfurt FSV,7,germany
398,Ingolstadt,7,germany
399,Fortuna Dusseldorf,7,germany
400,Aalen,7,germany
401,Sandhausen,7,germany
402,RB Leipzig,7,germany
403,Darmstadt,7,germany
404,Heidenheim,7,germany
405,Wurzburger Kickers,7,germany
406,Holstein Kiel,7,germany
407,Magdeburg,7,germany
408,Elversberg,7,germany
409,Preußen Münster,7,germany
410,Ulm,7,germany
411,Leipzig,7,germany
413,Wattenscheid,7,germany
414,Chemnitz,7,germany
415,Wuppertaler,7,germany
416,Homburg,7,germany
417,F Koln,7,germany
418,Meppen,7,germany
419,RW Essen,7,germany
420,Stuttgarter K,7,germany
421,TB Berlin,7,germany
422,Uerdingen,7,germany
423,Dusseldorf,7,germany
424,Zwickau,7,germany
425,FSV Frankfurt,7,germany
426,Gutersloh,7,germany
427,Oldenburg,7,germany
428,Kallithea,8,greece
429,Egaleo,8,greece
430,Xanthi,8,greece
431,PAOK,8,greece
432,Akratitos,8,greece
433,Iraklis,8,greece
434,Kalamaria,8,greece
435,OFI,8,greece
436,Panathinaikos,8,greece
437,Olympiakos,8,greece
438,Panionios,8,greece
439,Larisa,8,greece
440,Atromitos,8,greece
